280006D5 = fx_character.fxl | fx_character_rooting_attack
58000025 = fx_sizzle.fxl | E3Siz_V_D_SRFM_SegA_SSHeadGrabKneeFace_B200
28000453 = fx_weapon.fxl | fx_weapon_semiauto_pistol1_muzzle_flash
28000601 = fx_character.fxl | fx_character_firewall_cast
28000621 = fx_character.fxl | fx_character_leech_bomb
86000138 = fx_character.fxl | fx_character_activate_device
2800004F = fx_character.fxl | viruscast_split_confuse_confuse_end
2800007B = fx_character.fxl | viruscast_split_bottleneck_field_bottleneck_field
280000BB = fx_character.fxl | viruscast_split_combat_aura_combataura1_middle
280000DF = fx_character.fxl | viruscast_split_vector_vector_end
280000F4 = fx_character.fxl | viruscast_split_ui_lag1_uilag2_end
2800012A = fx_character.fxl | viruscast_split_restore_health_restore_health4_end
280001C3 = fx_character.fxl | viruscast_split_logic_blast_logicblast5
280001FF = fx_character.fxl | viruscast_split_hacker_hacker
28000223 = fx_character.fxl | viruscast_split_freeze_system_freezesystem1
280007B5 = fx_character.fxl | viruscast_split_fast_healing_fasthealing1
2800081A = fx_character.fxl | viruscast_split_despoiler_despoiler_middle
2800087D = fx_character.fxl | viruscast_split_patcherdaemon3_patcherdaemon3
280008C2 = fx_character.fxl | viruscast_split_stunpulse_stunpulse_end
86000179 = fx_character.fxl | Emotes_vomit_1_male
28000948 = fx_character.fxl | viruscast_split_proxymaster_proxymaster
4A000004 = fx_cinematic.fxl | cinematic 5.1_hand_beam_left_1
28000A83 = fx_cinematic.fxl | cinematic 5.1_bullet_impact_bullet_impact
580000F2 = fx_dialog.fxl | Oracle_Random Quotes_Oracle_DontLookAtMeYou'retheHero
5800009C = fx_dialog.fxl | Seraph_Misc Lines_Seraph_DoYouSenseSomething
580000A8 = fx_dialog.fxl | Seraph_Misc Lines_Seraph_GreatTowersBeganAsSeeds
580000F9 = fx_dialog.fxl | Merovingian_Misc Lines_Merovingian_Salope
580002FD = fx_dialog.fxl | Sati_Takes Item_Sati_ThisIsWhatINeedThankyou
58000361 = fx_dialog.fxl | Niobe_Thanks for Assistance_Niobe_ThanksForTheHelpKeepUpTheGoodWork
86000140 = fx_environmental.fxl | Sounds_door_wood_heavy_open
6000000C = fx_handcombat.fxl | fx_handcombat_Hit_HL
5800000E = fx_handcombat.fxl | fx_handcombat_Block_HF
28000741 = fx_object.fxl | fx_object_light_glare_light_glare_salmon
280004B1 = fx_props.fxl | props_flagpole_regular_5
2800052D = fx_props.fxl | props_ceiling_fan_slum
4A0000FB = fx_props.fxl | club_props_spotlights_angled_rotating_3m_rotating_violet_1
4A00010E = fx_props.fxl | club_props_spotlights_angled_stationary_6m_white
86000096 = fx_RichWorldSnds.fxl | Cars_Sedan_idle
860000CA = fx_RichWorldSnds.fxl | subway_cars_subwaycar_idle
860001BB = fx_sound_ambient.fxl | World Int_Dungeon Hotel 0
860001BF = fx_sound_ambient.fxl | World Int_Dojo 0
2800061B = fx_character.fxl | fx_character_disable_ability
280006D2 = fx_character.fxl | fx_character_recall_mission_team_phase_out
8600009E = fx_character.fxl | Emotes_clap_male
860000B4 = fx_character.fxl | Emotes_face_slap
280006FE = fx_character.fxl | combat_rev9_components_energy_power_rightfoot
28000795 = fx_character.fxl | fx_character_find_weakness
280000C0 = fx_character.fxl | viruscast_split_combat_aura_combataura2_middle
280000D5 = fx_character.fxl | viruscast_split_white_noise_whitenoise
280000DA = fx_character.fxl | viruscast_split_weapons_boost_weaponsboost_end
2800012E = fx_character.fxl | viruscast_split_restore_health_restore_health5_end
280001C4 = fx_character.fxl | viruscast_split_logic_blast_logicblast6
28000796 = fx_character.fxl | viruscast_split_freeze_system_freezesystem2
280007B9 = fx_character.fxl | viruscast_split_fast_healing_fasthealing2
28000845 = fx_character.fxl | viruscast_split_daemonboost_daemonboost1_end
8600017A = fx_character.fxl | Emotes_vomit_2_male
280008F9 = fx_character.fxl | viruscast_split_firewall_firewall1
580000AC = fx_dialog.fxl | Morpheus_GROUPED MESSAGES_Morpheus_Confronts_Following_Merovingian_Player
5800013C = fx_dialog.fxl | Niobe_Misc Lines_Niobe_YouUnderstandNow
58000144 = fx_dialog.fxl | Niobe_Cell Phone_Niobe_HelloItsMe
58000208 = fx_dialog.fxl | Morpheus_Confronts Following Machine Player_Morpheus_YouHaveChosenThePathOfCypherSoBeIt
5800022F = fx_dialog.fxl | Oracle_Asks Player to Follow_Oracle_FollowMeChild
5800024C = fx_dialog.fxl | Oracle_Offers Cookie_Oracle_CookieFreshFromTheOven
5800036E = fx_dialog.fxl | Flood_Graduation_AchievedRep16
08000BC9 = fx_dialog.fxl | Untitled FX
20000027 = fx_environmental.fxl | Sounds_smdrawer_close
860000C1 = fx_environmental.fxl | Sounds_cashregister_classic_close
20000024 = fx_handcombat.fxl | sounds_Spin_200ms
040000B4 = fx_live_events.fxl | valk_death
2800052B = fx_object.fxl | fx_object_select_target_select_target_rings
280006C1 = fx_object.fxl | fx_object_waterdrip_780height_slow
040000A3 = fx_Pandoras_Box.fxl | Portal_kuno_portal_open_gran
22000035 = fx_sound_ambient.fxl | World Int_Church Spawner
86000001 = fx_weapon.fxl | fx_weapon_semiauto_pistol3_muzzle_flash
28000132 = fx_character.fxl | viruscast_split_restore_health_restore_health6_end
2800079A = fx_character.fxl | viruscast_split_freeze_system_freezesystem3
28000849 = fx_character.fxl | viruscast_split_daemonboost_daemonboost2_end
28000882 = fx_character.fxl | viruscast_split_powerboost_powerboost_end
8600017B = fx_character.fxl | Emotes_vomit_3_male
280008FA = fx_character.fxl | viruscast_split_firewall_firewall2
28000928 = fx_character.fxl | viruscast_split_group_heal_groupheal1
2800094A = fx_character.fxl | viruscast_split_physician_physician_middle
28000974 = fx_character.fxl | viruscast_split_engagefoes_engagefoes_end
28000A1D = fx_character.fxl | evade_shield_evade_cast
C6000003 = fx_character.fxl | viruscast_split_drain_code_draincode_start
580000BF = fx_dialog.fxl | Merovingian_Misc Lines_Merovingian_MachinesHaveNoInfluenceHere
580000CE = fx_dialog.fxl | Merovingian_Misc Lines_Merovingian_OhMaisJ'enAiMarre
58000112 = fx_dialog.fxl | Sati_Misc Lines_Sati_YouAreWrong
5800021E = fx_dialog.fxl | Morpheus_Stops Following_Morpheus_ImSureYouHaveYourReasonsForStopping
58000314 = fx_dialog.fxl | Seraph_Gives Item_Seraph_ThisIsForYou
20000005 = fx_environmental.fxl | Sounds_filecab_close
86000124 = fx_footsteps.fxl | fx_footsteps_Footsteps_Brick_Right
20000025 = fx_handcombat.fxl | sounds_Spin_300ms
86000111 = fx_handcombat.fxl | sounds_carbump_dodge
28000586 = fx_object.fxl | GameObjects_dresser_med_slum1
2800067D = fx_object.fxl | Traps_code_trap_dangerous
28000692 = fx_object.fxl | Traps_detect_shock_trap_deadly
280008F2 = fx_object.fxl | fx_object_Interface_icon_removal
12000019 = fx_Pandoras_Box.fxl | Portal_lightning_bolts
9C000020 = fx_props.fxl | fz_console2
860000DC = fx_props.fxl | props_sounds_tugboat
280004E1 = fx_traps.fxl | Traps_Flame
860000E4 = fx_weapon.fxl | fx_weapon_semiauto_pistol1_reload
0400004F = fx_weapon.fxl | fx_weapon_semiauto_pistol4_muzzle_flash
2800054A = fx_character.fxl | fx_character_tap_data_node
280005F2 = fx_character.fxl | fx_character_signal_bounce_cast
280006A9 = fx_character.fxl | fx_character_stun_loop
860000B1 = fx_character.fxl | Emotes_whistle
860000F2 = fx_character.fxl | Emotes_khan_male
280008FB = fx_character.fxl | viruscast_split_firewall_firewall3
28000A16 = fx_character.fxl | viruscast_split_staticbarrage_staticbarrage1_end
28000A24 = fx_character.fxl | viruscast_split_repair_rsi_repair_rsi1_middle
28000A34 = fx_character.fxl | viruscast_split_restore_group_restore_group1_middle
58000033 = fx_dialog.fxl | Oracle_GROUPED MESSAGES_Oracle_Asks_Player_To_Follow
58000072 = fx_dialog.fxl | Merovingian_GROUPED MESSAGES_Merovingian_Gives_Message_For_Persephone
5800016F = fx_dialog.fxl | Persephone_GROUPED MESSAGES_Persephone_Gives_Item
5800026D = fx_dialog.fxl | Oracle_Random Quotes_Oracle_YouWantToKnowFutureOfMatrix
58000289 = fx_dialog.fxl | Persephone_Greets Ally_Persephone_IHaveBeenWaitingForYou
58000344 = fx_dialog.fxl | Niobe_Greets Ally_Niobe_ItsGoodToSeeYou
5800034F = fx_dialog.fxl | Niobe_Intro and Recruiting_Niobe_MorpheusWasVeryImportantToMe
5800036F = fx_dialog.fxl | Flood_Graduation_AchievedRep81
8600002C = fx_footsteps.fxl | fx_footsteps_Footsteps_Carpet_Left
28000587 = fx_object.fxl | GameObjects_dresser_med_slum2
2800099D = fx_object.fxl | fx_object_Interface_neighborhood_names_chelsea
4A000101 = fx_props.fxl | club_props_spotlights_angled_rotating_6m_rotating_violet_1
22000066 = fx_ui.fxl | Combat_Text_CombatText_XP
2800045D = fx_weapon.fxl | fx_weapon_explosions_explosion_med
280006D6 = fx_weapon.fxl | fx_weapon_bullet_shell_large
B000000E = fx_winter.fxl | partyhats_activate_1
28000437 = fx_character.fxl | fx_character_generic_ability_downgrade
280006B6 = fx_character.fxl | fx_character_impeding_attack
860000F0 = fx_character.fxl | Emotes_mockcry_female
28000088 = fx_character.fxl | viruscast_split_acoustic_decoys_acoustic_decoy1
280000B7 = fx_character.fxl | viruscast_split_code_stop_codestop1_middle
2800010B = fx_character.fxl | viruscast_split_standoff_standoff_end
28000864 = fx_character.fxl | viruscast_split_lockdown_lockdown1_start
28000A1A = fx_character.fxl | viruscast_split_staticbarrage_staticbarrage2_end
28000A28 = fx_character.fxl | viruscast_split_repair_rsi_repair_rsi2_middle
28000A38 = fx_character.fxl | viruscast_split_restore_group_restore_group2_middle
08000BC6 = fx_character.fxl | fx_character_impaired_connection_int
280006CB = fx_cinematic.fxl | cinematic 1.2_cigarette_glow
580000A1 = fx_dialog.fxl | Seraph_Misc Lines_Seraph_EvenOracleCantSeeAll
58000067 = fx_dialog.fxl | Merovingian_Cell Phone_Merovingian_ISentAllTheInfoToYourPhone
580001F7 = fx_dialog.fxl | Morpheus_Receives Message from Oracle_Morpheus_AtLastIHaveBeenWaitingForThis
5800033B = fx_dialog.fxl | Niobe_Follows_Niobe_IllBeRightBehindYou
58000008 = fx_handcombat.fxl | fx_handcombat_Hit_LL
5800000B = fx_handcombat.fxl | fx_handcombat_Block_LF
28000583 = fx_object.fxl | GameObjects_dresser_wide
0400009B = fx_Pandoras_Box.fxl | Portal_kuno_portal_ending_gran
860001A3 = fx_sound_ambient.fxl | World Const_ZeroOneArchive Spawner
860000E5 = fx_weapon.fxl | fx_weapon_semiauto_pistol3_reload
B0000013 = fx_winter.fxl | partyhats_activate_2
280005DA = fx_character.fxl | fx_character_movement_disruption_cast
280005FD = fx_character.fxl | fx_character_pistol_simulacra_cast
2800064D = fx_character.fxl | fx_character_message_cloud_cast
28000189 = fx_character.fxl | viruscast_split_negative_condition_sweep_negconsweep1_end
28000800 = fx_character.fxl | viruscast_split_devastation_field_devastationfield_end
28000830 = fx_character.fxl | server_correct_ru
28000A2C = fx_character.fxl | viruscast_split_repair_rsi_repair_rsi3_middle
28000A3C = fx_character.fxl | viruscast_split_restore_group_restore_group3_middle
12463119 = fx_character.fxl | fx_character_hypersprint_rev1
28000923 = fx_cinematic.fxl | cinematic 3.1_bubbles1
580000FC = fx_dialog.fxl | Merovingian_Cell Phone_Merovingian_ISentTheAddressToYourPhone
58000120 = fx_dialog.fxl | Sati_Misc Lines_Sati_IDontLikeAgents
58000133 = fx_dialog.fxl | Niobe_GROUPED MESSAGES_Niobe_Follows
58000154 = fx_dialog.fxl | Niobe_GROUPED MESSAGES_Niobe_Arrived_At_Spot
5800016A = fx_dialog.fxl | Persephone_GROUPED MESSAGES_Persephone_Requests_Task
580001BC = fx_dialog.fxl | Merovingian_Flirts_Merovingian_YouAreVeryBeautiful
58000230 = fx_dialog.fxl | Oracle_Asks Player to Follow_Oracle_ComeThisWay
580002A8 = fx_dialog.fxl | Persephone_Gives Item_Persephone_CareForThisAsYouWouldForMe
58000388 = fx_dialog.fxl | Lock_Graduation_FinishedIntro
58000389 = fx_dialog.fxl | AgentGray_IntroducesSelf
860000BB = fx_environmental.fxl | Sounds_safe_large_close
60000005 = fx_footsteps.fxl | fx_footsteps_Default_Wall_Right
58000006 = fx_handcombat.fxl | fx_handcombat_Hit_ML
5800000A = fx_handcombat.fxl | fx_handcombat_Block_MF
28000675 = fx_object.fxl | GameObjects_deskphone
2800076B = fx_object.fxl | fx_object_Interface_icon_placement
040000C6 = fx_object.fxl | other_overrideimage
860000D5 = fx_props.fxl | props_sounds_drinking_fountain
4C000007 = fx_props.fxl | neon_light_01
4A000124 = fx_props.fxl | garbage_bag_flies_six_1
20000009 = fx_RichWorldSnds.fxl | Cars_Taxi_accel
28000554 = fx_weapon.fxl | fx_weapon_automaticrifle1_shell_eject
04000051 = fx_weapon.fxl | fx_weapon_semiauto_pistol4_reload
B0000016 = fx_winter.fxl | partyhats_activate_3
280005EF = fx_character.fxl | fx_character_shadow_object_cast
28000650 = fx_character.fxl | fx_character_remote_operation_cast
280006C8 = fx_character.fxl | goggle_data_mining
28000017 = fx_character.fxl | viruscast_split_logic_bomb_logicbomb1_end
28000089 = fx_character.fxl | viruscast_split_aikido_simulacra_aikido_simulacra
2800011F = fx_character.fxl | viruscast_split_restore_rsi_restore_rsi
28000144 = fx_character.fxl | viruscast_split_recall_teammember_recall_teammember
2800014F = fx_character.fxl | viruscast_split_range_booster_rangebooster_start
280007FA = fx_character.fxl | viruscast_split_negative_condition_sweep_negconsweep2_end
280007DA = fx_character.fxl | viruscast_split_disrupt_inputs_disruptinputs1_end
28000868 = fx_character.fxl | viruscast_split_logicdaemon_logicdaemon1_start
280008D3 = fx_character.fxl | fx_character_ironbody
2800097E = fx_character.fxl | fx_character_throat_cutting_attack
28000989 = fx_character.fxl | viruscast_split_combat_enhancements_combatenhancements_lefthand
280009E1 = fx_character.fxl | viruscast_split_crash_crash
28000A30 = fx_character.fxl | viruscast_split_repair_rsi_repair_rsi4_middle
28000924 = fx_cinematic.fxl | cinematic 3.1_bubbles2
5800012F = fx_dialog.fxl | Niobe_GROUPED MESSAGES_Niobe_Greets_Enemy
58000165 = fx_dialog.fxl | Persephone_GROUPED MESSAGES_Persephone_Speaks_To_New_Recruit
58000283 = fx_dialog.fxl | Persephone_Stops Following_Persephone_IWillNotMoveAMuscle
580002EF = fx_dialog.fxl | Sati_Greets Ally_Sati_Hi
5800032A = fx_dialog.fxl | Niobe_Receives Message_Niobe_WonderfulThisIsGreatNews
58000357 = fx_dialog.fxl | Niobe_Receives Item_Niobe_YouHaveMyThanks
5800038C = fx_dialog.fxl | Persephone_Graduation_AchievedRep16
86000154 = fx_footsteps.fxl | fx_footsteps_Bodyfalls_metal
12463111 = fx_GoldenTickets.fxl | anti-stun pill_shield
60000008 = fx_handcombat.fxl | fx_handcombat_Hit_HR
5800000C = fx_handcombat.fxl | fx_handcombat_Block_HL
2000001C = fx_handcombat.fxl | sounds_fist_swing300ms
1246310E = fx_interlock.fxl | new_combat_impact_fist
DE000058 = fx_live_events.fxl | Test_gem
DE000087 = fx_live_events.fxl | event_2_1_fb_boss_corrupted_children_fb_pelvis
4C00000B = fx_props.fxl | neon_light_02
28000454 = fx_weapon.fxl | fx_weapon_shotgun1_muzzle_flash
28000556 = fx_weapon.fxl | fx_weapon_automaticrifle2_shell_eject
2800091B = fx_weapon.fxl | fx_weapon_knife_throw_hamstring
B0000017 = fx_winter.fxl | partyhats_activate_4
28000642 = fx_character.fxl | fx_character_smg_simulacra
8600014F = fx_character.fxl | fx_character_invisiblility_on
28000094 = fx_character.fxl | viruscast_split_code_infection_code_infection1
280001AD = fx_character.fxl | viruscast_split_logic_bomb_logicbomb2_end
280007DE = fx_character.fxl | viruscast_split_disrupt_inputs_disruptinputs2_end
2800086C = fx_character.fxl | viruscast_split_logicdaemon_logicdaemon2_start
280008AE = fx_character.fxl | viruscast_split_staticblast_staticblast1_end
28000A06 = fx_character.fxl | viruscast_split_logic_barrage_logicbarrage2_middle
28000A0E = fx_character.fxl | viruscast_split_code_nuke_codenuke2_end
2800083D = fx_cinematic.fxl | cinematic 2.1_merv_guns_right
58000121 = fx_dialog.fxl | Sati_Misc Lines_Sati_IMissNeo
58000198 = fx_dialog.fxl | Persephone_Cell Phone_Persephone_INeedYouComePickMeUp
58000204 = fx_dialog.fxl | Morpheus_Being Attacked_Morpheus_IfYouWantAFightIllGiveYouOne
58000209 = fx_dialog.fxl | Morpheus_Confronts Following Machine Player_Morpheus_IExpectedToBeFollowedByAnAgentNotTurncoat
58000214 = fx_dialog.fxl | Morpheus_Greets Enemy_Morpheus_YouShouldReconsiderYourDecisionToComeHere
58000215 = fx_dialog.fxl | Morpheus_Greets Enemy_Morpheus_IAmVeryDisappointedToSeeYouHere
DE0000A9 = fx_live_events.fxl | event_2_1_fb_boss_death_fb_boss_end_event
08000BC2 = fx_live_events.fxl | winter_snowsim_children_ss2_pelvis
28000666 = fx_object.fxl | GameObjects_wooden_stake
280009C7 = fx_object.fxl | fx_object_Interface_neighborhood_names_uriah
28000A44 = fx_object.fxl | fx_object_Interface_neighborhood_names_restricted
860000DF = fx_props.fxl | props_sounds_water_heater
4A0000DF = fx_props.fxl | club_props_projected_patterns_violet_spinner1
860001C5 = fx_sound_ambient.fxl | World Int_Warehouse 0
22000064 = fx_ui.fxl | Combat_Text_CombatText_Info
86000004 = fx_weapon.fxl | fx_weapon_shotgun2_muzzle_flash
28000A4F = fx_weapon.fxl | fx_weapon_revolver1_muzzle_flash_silencer
28000419 = fx_character.fxl | fx_character_disguise_mask
280005D7 = fx_character.fxl | hacker_damage_castbase
280005E7 = fx_character.fxl | fx_character_multipartite_movement_disruption_cast
28000655 = fx_character.fxl | fx_character_paralyze
280006DE = fx_character.fxl | fx_character_hypersprint
28000710 = fx_character.fxl | combat_rev9_components_energy_throw_rightfoot
28000095 = fx_character.fxl | viruscast_split_code_infection_code_infection2
280001B1 = fx_character.fxl | viruscast_split_logic_bomb_logicbomb3_end
280001F3 = fx_character.fxl | viruscast_split_harmful_code_harmfulcode1
280007E2 = fx_character.fxl | viruscast_split_disrupt_inputs_disruptinputs3_end
28000870 = fx_character.fxl | viruscast_split_logicdaemon_logicdaemon3_start
280008B2 = fx_character.fxl | viruscast_split_staticblast_staticblast2_end
280008C7 = fx_character.fxl | viruscast_split_tinkering_tinkering_middle
2800092E = fx_character.fxl | viruscast_split_group_repairs_grouprepairs1_middle
28000A07 = fx_character.fxl | viruscast_split_logic_barrage_logicbarrage3_middle
