LITTLE      BIG             SYMBOLICNAME
6a010058 5800016a = FX_PERSEPHONE_GROUPED_MESSAGES_PERSEPHONE_REQUESTS_TASK
6b010058 5800016b = FX_PERSEPHONE_GROUPED_MESSAGES_PERSEPHONE_WARNS_THREATENING_PLAYER
6c010058 5800016c = FX_PERSEPHONE_GROUPED_MESSAGES_PERSEPHONE_THANKS_FOR_ASSISTANCE
6d010058 5800016d = FX_PERSEPHONE_GROUPED_MESSAGES_PERSEPHONE_GREETS_ALLY
6e010058 5800016e = FX_PERSEPHONE_GROUPED_MESSAGES_PERSEPHONE_GREETS_ENEMY
6f010058 5800016f = FX_PERSEPHONE_GROUPED_MESSAGES_PERSEPHONE_GIVES_ITEM
70010058 58000170 = FX_PERSEPHONE_GROUPED_MESSAGES_PERSEPHONE_TAKES_ITEM
71010058 58000171 = FX_PERSEPHONE_GROUPED_MESSAGES_PERSEPHONE_FOLLOWS
72010058 58000172 = FX_PERSEPHONE_GROUPED_MESSAGES_PERSEPHONE_STOPS_FOLLOWING
73010058 58000173 = FX_PERSEPHONE_GROUPED_MESSAGES_PERSEPHONE_ARRIVES_AT_SPOT
74010058 58000174 = FX_PERSEPHONE_GROUPED_MESSAGES_PERSEPHONE_BEING_ATTACKED
75010058 58000175 = FX_PERSEPHONE_MISC_LINES_PERSEPHONE_THATSWRONG
76010058 58000176 = FX_PERSEPHONE_MISC_LINES_PERSEPHONE_THATSCORRECT
77010058 58000177 = FX_PERSEPHONE_MISC_LINES_PERSEPHONE_NO
78010058 58000178 = FX_PERSEPHONE_MISC_LINES_PERSEPHONE_YES
79010058 58000179 = FX_PERSEPHONE_MISC_LINES_PERSEPHONE_YOUUNDERSTANDNOW
7a010058 5800017a = FX_PERSEPHONE_MISC_LINES_PERSEPHONE_YOUDONTUNDERSTAND
7b010058 5800017b = FX_PERSEPHONE_MISC_LINES_PERSEPHONE_ISEE
7c010058 5800017c = FX_PERSEPHONE_MISC_LINES_PERSEPHONE_BADFEELINGABOUTTHIS
7d010058 5800017d = FX_PERSEPHONE_MISC_LINES_PERSEPHONE_SPENDPARTOFTIMEWITHHUSBAND
7e010058 5800017e = FX_PERSEPHONE_MISC_LINES_PERSEPHONE_LEAVINGTOVISITMOTHER
7f010058 5800017f = FX_PERSEPHONE_MISC_LINES_PERSEPHONE_WAITTILLITELLMOTHER
80010058 58000180 = FX_PERSEPHONE_MISC_LINES_PERSEPHONE_IHATETHISPLACE
81010058 58000181 = FX_PERSEPHONE_MISC_LINES_PERSEPHONE_HUSBANDISPOMPOUSASS
82010058 58000182 = FX_PERSEPHONE_MISC_LINES_PERSEPHONE_MATRIXISPRISONFORME
83010058 58000183 = FX_PERSEPHONE_MISC_LINES_PERSEPHONE_WHATGIVESHIMRIGHTTO
84010058 58000184 = FX_PERSEPHONE_MISC_LINES_PERSEPHONE_DONTEATDRINKANYTHINGHEGIVES
85010058 58000185 = FX_PERSEPHONE_MISC_LINES_PERSEPHONE_BECAREFUL
86010058 58000186 = FX_PERSEPHONE_MISC_LINES_PERSEPHONE_THEYARESTUPIDBUTDEADLY
87010058 58000187 = FX_PERSEPHONE_MISC_LINES_PERSEPHONE_DONTWORRYABOUTFLOOD
88010058 58000188 = FX_PERSEPHONE_MISC_LINES_PERSEPHONE_FLOODISARAT
89010058 58000189 = FX_PERSEPHONE_MISC_LINES_PERSEPHONE_THISISHUSBANDSDOMAIN
8a010058 5800018a = FX_PERSEPHONE_MISC_LINES_PERSEPHONE_MACHINESHAVENOINFLUENCEHERE
8b010058 5800018b = FX_PERSEPHONE_MISC_LINES_PERSEPHONE_THISISACONSTRUCT
8c010058 5800018c = FX_PERSEPHONE_MISC_LINES_PERSEPHONE_THISISBLACKWOOD
8d010058 5800018d = FX_PERSEPHONE_CELL_PHONE_PERSEPHONE_HELLOITSME
8e010058 5800018e = FX_PERSEPHONE_CELL_PHONE_PERSEPHONE_IHAVEJOBFORYOU
8f010058 5800018f = FX_PERSEPHONE_CELL_PHONE_PERSEPHONE_THISISVERYDANGEROUSJOB
90010058 58000190 = FX_PERSEPHONE_CELL_PHONE_PERSEPHONE_IFYOUWANTAJOBIHAVE
91010058 58000191 = FX_PERSEPHONE_CELL_PHONE_PERSEPHONE_GOTOLEVRAI
92010058 58000192 = FX_PERSEPHONE_CELL_PHONE_PERSEPHONE_GOTOHELCLUB
93010058 58000193 = FX_PERSEPHONE_CELL_PHONE_PERSEPHONE_GOTOADDRESSISENT
94010058 58000194 = FX_PERSEPHONE_CELL_PHONE_PERSEPHONE_YOUCANMEETCONTACTTHERE
95010058 58000195 = FX_PERSEPHONE_CELL_PHONE_PERSEPHONE_IWILLMEETYOUTHERE
96010058 58000196 = FX_PERSEPHONE_CELL_PHONE_PERSEPHONE_SOMEONEWILLBEWAITINGFORYOU
97010058 58000197 = FX_PERSEPHONE_CELL_PHONE_PERSEPHONE_ICOULDUSESOMEONELIKEYOU
98010058 58000198 = FX_PERSEPHONE_CELL_PHONE_PERSEPHONE_INEEDYOUCOMEPICKMEUP
99010058 58000199 = FX_PERSEPHONE_CELL_PHONE_PERSEPHONE_ISENTALLDATAYOUNEED
9a010058 5800019a = FX_PERSEPHONE_CELL_PHONE_PERSEPHONE_ISENTADDRESSTOYOU
9b010058 5800019b = FX_PERSEPHONE_CELL_PHONE_PERSEPHONE_INEEDYOUTOPICKSOMETHINGUP
9c010058 5800019c = FX_PERSEPHONE_CELL_PHONE_PERSEPHONE_QUICKLYWEDONTHAVEMUCHTIME
9d010058 5800019d = FX_PERSEPHONE_CELL_PHONE_PERSEPHONE_ANSWERINGMACHINE1
9e010058 5800019e = FX_PERSEPHONE_CELL_PHONE_PERSEPHONE_ANSWERINGMACHINE2
9f010058 5800019f = FX_MEROVINGIAN_ARRIVES_AT_SPOT_MEROVINGIAN_THISISTHEPLACE
a0010058 580001a0 = FX_MEROVINGIAN_WARNS_THREATENING_PLAYER_MEROVINGIAN_YOUCANTTHREATENMEANDLIVE
a1010058 580001a1 = FX_MEROVINGIAN_TRIES_RECRUITING_PLAYER_MEROVINGIAN_THEREAREMANYADVANTAGESTOWORKINGFORME
a2010058 580001a2 = FX_MEROVINGIAN_THANKS_FOR_ASSISTANCE_MEROVINGIAN_MERCI
a3010058 580001a3 = FX_MEROVINGIAN_TALKS_ABOUT_PERSEPHONE_MEROVINGIAN_MYWIFEISACONNIVINGBITCH
a4010058 580001a4 = FX_MEROVINGIAN_TAKES_ITEM_FROM_PERSEPHONE_MEROVINGIAN_WHATISTHISSOMETHINGFROMMYWIFE
a5010058 580001a5 = FX_MEROVINGIAN_TAKES_ITEM_MEROVINGIAN_IHAVEBEENWAITINGFORTHIS
a6010058 580001a6 = FX_MEROVINGIAN_SPEAKS_TO_OLD_MEMBER_MEROVINGIAN_IMIMPRESSED
a7010058 580001a7 = FX_MEROVINGIAN_STOPS_FOLLOWING_MEROVINGIAN_IWILLWAITHEREUNTILTHEWAYAHEADISCLEAR
a8010058 580001a8 = FX_MEROVINGIAN_GRADUATION_FINISHEDSEDUCTION
a9010058 580001a9 = FX_MEROVINGIAN_REQUESTS_TASK_MEROVINGIAN_THEREISSOMETHINGYOUMUSTDOFORME
aa010058 580001aa = FX_MEROVINGIAN_GREETS_ENEMY_MEROVINGIAN_YOUARENOTAWELCOMESIGHT
ab010058 580001ab = FX_MEROVINGIAN_GREETS_ALLY_MEROVINGIAN_IHAVEBEENWAITINGFORYOU
ac010058 580001ac = FX_MEROVINGIAN_GIVES_MESSAGE_FOR_PERSEPHONE_MEROVINGIAN_TAKETHISTOMYWIFE
ad010058 580001ad = FX_MEROVINGIAN_GIVES_ITEM_MEROVINGIAN_TAKETHIS
ae010058 580001ae = FX_MEROVINGIAN_FOLLOWS_MEROVINGIAN_GOAHEADANDSEEIFTHEWAYISSAFE
af010058 580001af = FX_MEROVINGIAN_FLIRTS_MEROVINGIAN_YOUHAVEASPARKINYOU
b0010058 580001b0 = FX_MEROVINGIAN_EXCLAMATIONS_MEROVINGIAN_MAISJEDOISTOUSFAIRE
b1010058 580001b1 = FX_MEROVINGIAN_COMMENTS_ON_MORPHEUS_HATRED_MEROVINGIAN_MORPHEUSHASCAUSEDMEMORETROUBLE
b2010058 580001b2 = FX_MEROVINGIAN_BEING_ATTACKED_MEROVINGIAN_IWILLHAVEYOUKILLEDFORTHIS
b3010058 580001b3 = FX_MEROVINGIAN_ARRIVES_AT_SPOT_MEROVINGIAN_FINALLYITHOUGHTWEWOULDNEVERGETHERE
b4010058 580001b4 = FX_MEROVINGIAN_ARRIVES_AT_SPOT_MEROVINGIAN_THISWILLDO
b5010058 580001b5 = FX_MEROVINGIAN_BEING_ATTACKED_MEROVINGIAN_STOPTHISATTACKATONCE
b6010058 580001b6 = FX_MEROVINGIAN_COMMENTS_ON_MORPHEUS_HATRED_MEROVINGIAN_MORPHEUSTHENAMEMAKESMEWANTTOVOMIT
b7010058 580001b7 = FX_MEROVINGIAN_COMMENTS_ON_MORPHEUS_HATRED_MEROVINGIAN_WHATDOIHAVETODOTOBERIDOFMORPH
b8010058 580001b8 = FX_MEROVINGIAN_COMMENTS_ON_MORPHEUS_HATRED_MEROVINGIAN_OHMYGODNOTHIMAGAIN
b9010058 580001b9 = FX_MEROVINGIAN_COMMENTS_ON_MORPHEUS_HATRED_MEROVINGIAN_ISHOULDHAVEHADHIMKILLEDLONGAGO
ba010058 580001ba = FX_MEROVINGIAN_EXCLAMATIONS_MEROVINGIAN_MUSTIDOEVERYTHING
bb010058 580001bb = FX_MEROVINGIAN_FLIRTS_MEROVINGIAN_MAYBEIWILLMAKEASPECIALDESSERT
bc010058 580001bc = FX_MEROVINGIAN_FLIRTS_MEROVINGIAN_YOUAREVERYBEAUTIFUL
bd010058 580001bd = FX_MEROVINGIAN_FOLLOWS_MEROVINGIAN_OFCOURSEYOUSHOULDGOFIRST
be010058 580001be = FX_MEROVINGIAN_FOLLOWS_MEROVINGIAN_MAKEYOURSELFUSEFULANDLEADTHEWAY
bf010058 580001bf = FX_MEROVINGIAN_GIVES_ITEM_MEROVINGIAN_KEEPTHISSAFE
c0010058 580001c0 = FX_MEROVINGIAN_GIVES_ITEM_MEROVINGIAN_IHAVESOMETHINGFORYOU
c1010058 580001c1 = FX_MEROVINGIAN_GIVES_ITEM_MEROVINGIAN_THISISFORYOU
c2010058 580001c2 = FX_MEROVINGIAN_GIVES_MESSAGE_FOR_PERSEPHONE_MEROVINGIAN_CARRYTHISTOPERSEPHONE
c3010058 580001c3 = FX_MEROVINGIAN_GIVES_MESSAGE_FOR_PERSEPHONE_MEROVINGIAN_MYWIFEHASNEEDOFTHISRIGHTAWAY
c4010058 580001c4 = FX_MEROVINGIAN_GIVES_MESSAGE_FOR_PERSEPHONE_MEROVINGIAN_THISISFORMYWIFEPERSEPHONE
c5010058 580001c5 = FX_MEROVINGIAN_GREETS_ALLY_MEROVINGIAN_IHAVEBEENWAITINGFORANETERNITY
c6010058 580001c6 = FX_MEROVINGIAN_GREETS_ALLY_MEROVINGIAN_IAMPLEASEDTOSEEYOU
c7010058 580001c7 = FX_MEROVINGIAN_GREETS_ALLY_MEROVINGIAN_IT_SABOUTTIMEYOUGOTHERE
c8010058 580001c8 = FX_MEROVINGIAN_GREETS_ENEMY_MEROVINGIAN_SAYWHATYOUMUSTANDTHENLEAVE
c9010058 580001c9 = FX_MEROVINGIAN_GREETS_ENEMY_MEROVINGIAN_WHATAREYOUDOINGHERE
ca010058 580001ca = FX_MEROVINGIAN_GREETS_ENEMY_MEROVINGIAN_ISEENOREASONWHYISHOULDPUTUPWITHYOU
cb010058 580001cb = FX_MEROVINGIAN_REQUESTS_TASK_MEROVINGIAN_IHAVEANASSIGNMENTFORYOUDONTSCREWUP
cc010058 580001cc = FX_MEROVINGIAN_REQUESTS_TASK_MEROVINGIAN_IHAVEATASKFORYOUOFGREATIMPORTANCETOME
cd010058 580001cd = FX_MEROVINGIAN_REQUESTS_TASK_MEROVINGIAN_HEREISANERRANDFORYOUTOPERFORMSHOULDBESIMPLE
ce010058 580001ce = FX_MEROVINGIAN_SPEAKS_TO_NEW_RECRUIT_MEROVINGIAN_THEREISNOONEINTHEMATRIXWHOCANOFFER
cf010058 580001cf = FX_MEROVINGIAN_SPEAKS_TO_NEW_RECRUIT_MEROVINGIAN_MYRULESAREQUITESIMPLE
d0010058 580001d0 = FX_MEROVINGIAN_SPEAKS_TO_NEW_RECRUIT_MEROVINGIAN_BUTIFYOUBETRAYMEYOUWILLDIE
d1010058 580001d1 = FX_MEROVINGIAN_SPEAKS_TO_NEW_RECRUIT_MEROVINGIAN_CAUSEANDEFFECT
d2010058 580001d2 = FX_MEROVINGIAN_SPEAKS_TO_NEW_RECRUIT_MEROVINGIAN_WELCOMETOMYORGANIZATION
d3010058 580001d3 = FX_MEROVINGIAN_SPEAKS_TO_NEW_RECRUIT_MEROVINGIAN_IAMNOTANEASYTASKMASTERBUTIAMGENEROUS
d4010058 580001d4 = FX_MEROVINGIAN_SPEAKS_TO_OLD_MEMBER_MEROVINGIAN_YOUHAVEPERFORMEDMOSTADMIRABLY
d5010058 580001d5 = FX_MEROVINGIAN_SPEAKS_TO_OLD_MEMBER_MEROVINGIAN_TRUTHFULLYINEVEREXPECTEDYOUTOSURVIVE
d6010058 580001d6 = FX_MEROVINGIAN_SPEAKS_TO_OLD_MEMBER_MEROVINGIAN_PERHAPSIUNDERESTIMATEDYOU
d7010058 580001d7 = FX_MEROVINGIAN_SPEAKS_TO_OLD_MEMBER_MEROVINGIAN_IAMPLEASEDTOHAVESUCHSKILLEDEMPLOYEE
d8010058 580001d8 = FX_MEROVINGIAN_SPEAKS_TO_OLD_MEMBER_MEROVINGIAN_IWILLTRUSTYOUWITHMORESENSITIVEASSIGNMENTS
d9010058 580001d9 = FX_MEROVINGIAN_SPEAKS_TO_OLD_MEMBER_MEROVINGIAN_DONOTDISAPPOINTME
da010058 580001da = FX_MEROVINGIAN_STOPS_FOLLOWING_MEROVINGIAN_THISSPOTWILLDO
db010058 580001db = FX_MEROVINGIAN_STOPS_FOLLOWING_MEROVINGIAN_DONOTMAKEMEWAITTOOLONG
dc010058 580001dc = FX_MEROVINGIAN_TAKES_ITEM_MEROVINGIAN_EXCELLENTYOUHAVEPERFORMEDWELL
dd010058 580001dd = FX_MEROVINGIAN_TAKES_ITEM_MEROVINGIAN_VERYGOODITSEEMSMYCONFIDENCEINYOU
de010058 580001de = FX_MEROVINGIAN_TAKES_ITEM_FROM_PERSEPHONE_MEROVINGIAN_ISEETRINKETFROMPERSEPHONE
df010058 580001df = FX_MEROVINGIAN_TAKES_ITEM_FROM_PERSEPHONE_MEROVINGIAN_WELLPERSEPHONEHASSENTMEAGIFT
e0010058 580001e0 = FX_MEROVINGIAN_TAKES_ITEM_FROM_PERSEPHONE_MEROVINGIAN_MYLOVEHASSENTMESOMETHINGHOWTOUCHING
e1010058 580001e1 = FX_MEROVINGIAN_TALKS_ABOUT_PERSEPHONE_MEROVINGIAN_IFIHADKNOWNTHENWHATIKNOWNOW
e2010058 580001e2 = FX_MEROVINGIAN_TALKS_ABOUT_PERSEPHONE_MEROVINGIAN_TRULYPASSIONATELOVEISNOTSOFARFROMHATE
e3010058 580001e3 = FX_MEROVINGIAN_TALKS_ABOUT_PERSEPHONE_MEROVINGIAN_SHEISTHEMOSTBEAUTIFULWOMANIHAVEEVERSEEN
e4010058 580001e4 = FX_MEROVINGIAN_THANKS_FOR_ASSISTANCE_MEROVINGIAN_YOURASSISTANCEWASMOSTWELCOME
e5010058 580001e5 = FX_MEROVINGIAN_THANKS_FOR_ASSISTANCE_MEROVINGIAN_YOUWILLBEREWARDEDFORYOUREFFORTS
e6010058 580001e6 = FX_MEROVINGIAN_THANKS_FOR_ASSISTANCE_MEROVINGIAN_THANKYOU
e7010058 580001e7 = FX_MEROVINGIAN_TRIES_RECRUITING_PLAYER_MEROVINGIAN_MYORGANIZATIONCANOFFERYOUEXCELLENTBENEFITS
e8010058 580001e8 = FX_MEROVINGIAN_TRIES_RECRUITING_PLAYER_MEROVINGIAN_DONTYOUWANTTOBEONTHEWINNINGTEAM
e9010058 580001e9 = FX_MEROVINGIAN_TRIES_RECRUITING_PLAYER_MEROVINGIAN_ICANBEAVERYREWARDINGPATRON
ea010058 580001ea = FX_MEROVINGIAN_TRIES_RECRUITING_PLAYER_MEROVINGIAN_IFYOUPROVEYOURSELFWORTHYIMAYHAVEAPLACE
eb010058 580001eb = FX_MEROVINGIAN_TRIES_RECRUITING_PLAYER_MEROVINGIAN_THEREAREMANYSIDESINTHISCONFLICTBUTEACH
ec010058 580001ec = FX_MEROVINGIAN_TRIES_RECRUITING_PLAYER_MEROVINGIAN_BEFOREYOUJOINWITHANOTHERORGTHINKCAREFULLY
ed010058 580001ed = FX_MEROVINGIAN_TRIES_RECRUITING_PLAYER_MEROVINGIAN_IAMTHEMOSTPOWERFULEXILEINTHEMATRIX
ee010058 580001ee = FX_MEROVINGIAN_TRIES_RECRUITING_PLAYER_MEROVINGIAN_YOUCANNOTAFFORDTOPASSUPTHEOPPORTUNITY
ef010058 580001ef = FX_MEROVINGIAN_WARNS_THREATENING_PLAYER_MEROVINGIAN_DOYOUHAVEANYIDEAOFWHATICANDOTOYOU
f0010058 580001f0 = FX_MEROVINGIAN_WARNS_THREATENING_PLAYER_MEROVINGIAN_IWILLHAVEYOUFLAYEDALIVEANDTHROWNINTOBLACKWOOD
f1010058 580001f1 = FX_MEROVINGIAN_WARNS_THREATENING_PLAYER_MEROVINGIAN_THEEXQUISITETORTURESICANINFLICTONYOUDEFYDESCRIPTION
f2010058 580001f2 = FX_MORPHEUS_ARRIVES_AT_SPOT_MORPHEUS_THISISTHEPLACE
f3010058 580001f3 = FX_MORPHEUS_WARNS_THREATENING_PLAYER_MORPHEUS_YOUWOULDBEWISETORESPECTMYEXP
f4010058 580001f4 = FX_MORPHEUS_THANKS_FOR_ASSISTANCE_MORPHEUS_YOURASSISTANCEISMUCHAPPRECIATED
f5010058 580001f5 = FX_MORPHEUS_TAKES_ITEM_MORPHEUS_EXCELLENTTHANKYOUFORBRINGINGTHIS
f6010058 580001f6 = FX_MORPHEUS_STOPS_FOLLOWING_MORPHEUS_ILLWAITRIGHTHERE
f7010058 580001f7 = FX_MORPHEUS_RECEIVES_MESSAGE_FROM_ORACLE_MORPHEUS_ATLASTIHAVEBEENWAITINGFORTHIS
f8010058 580001f8 = FX_MORPHEUS_QUEST_FOR_NEO_S_REMAINS_MORPHEUS_NEODIDNTGIVEUPONUSIWILLNOTGIVEUPONHIM
f9010058 580001f9 = FX_MORPHEUS_GREETS_ENEMY_MORPHEUS_WHYAREYOUHERE
fa010058 580001fa = FX_MORPHEUS_GREETS_ALLY_MORPHEUS_IMGLADYOUREHEREMYFRIEND
fb010058 580001fb = FX_MORPHEUS_GIVES_MESSAGE_FOR_ORACLE_MORPHEUS_THISMESSAGEISVERYIMPORTANT
fc010058 580001fc = FX_MORPHEUS_GIVES_ITEM_MORPHEUS_THISISFORYOU
fd010058 580001fd = FX_MORPHEUS_FOLLOWS_MORPHEUS_LEADON
fe010058 580001fe = FX_MORPHEUS_CONFRONTS_FOLLOWING_MERO_PLAYER_MORPHEUS_WHYISTHEFRENCHMANSOCONCERNEDABOUTME
ff010058 580001ff = FX_MORPHEUS_CONFRONTS_FOLLOWING_MACHINE_PLAYER_MORPHEUS_DOINGTHEWORKOFANAGENTTRAITOR
00020058 58000200 = FX_MORPHEUS_BEING_ATTACKED_MORPHEUS_YOUWOULDBEWELLSERVEDTOSTOP
01020058 58000201 = FX_MORPHEUS_ARRIVES_AT_SPOT_MORPHEUS_WEHAVEARRIVEDTHANKSTOYOU
02020058 58000202 = FX_MORPHEUS_ARRIVES_AT_SPOT_MORPHEUS_THANKYOUFORYOURGUIDANCE
03020058 58000203 = FX_MORPHEUS_ARRIVES_AT_SPOT_MORPHEUS_YOURGUIDANCEWASINVALUABE
04020058 58000204 = FX_MORPHEUS_BEING_ATTACKED_MORPHEUS_IFYOUWANTAFIGHTILLGIVEYOUONE
05020058 58000205 = FX_MORPHEUS_BEING_ATTACKED_MORPHEUS_IAMNOTAFRAIDOFYOU
06020058 58000206 = FX_MORPHEUS_BEING_ATTACKED_MORPHEUS_YOUCANTGETRIDOFMESOEASILY
07020058 58000207 = FX_MORPHEUS_CONFRONTS_FOLLOWING_MACHINE_PLAYER_MORPHEUS_IFYOUAREWORKINGFORTHEMACHINESYOURMINDWASNEVER
08020058 58000208 = FX_MORPHEUS_CONFRONTS_FOLLOWING_MACHINE_PLAYER_MORPHEUS_YOUHAVECHOSENTHEPATHOFCYPHERSOBEIT
09020058 58000209 = FX_MORPHEUS_CONFRONTS_FOLLOWING_MACHINE_PLAYER_MORPHEUS_IEXPECTEDTOBEFOLLOWEDBYANAGENTNOTTURNCOAT
0a020058 5800020a = FX_MORPHEUS_CONFRONTS_FOLLOWING_MERO_PLAYER_MORPHEUS_YOUWORKFORTHEMEROVINGIANNOWIEXPECTEDBETTER
0b020058 5800020b = FX_MORPHEUS_CONFRONTS_FOLLOWING_MERO_PLAYER_MORPHEUS_WORKINGFORANEXILEIAMTRULYDISAPPOINTED
0c020058 5800020c = FX_MORPHEUS_CONFRONTS_FOLLOWING_MERO_PLAYER_MORPHEUS_THEMEROISNOBETTERTHANTHEMACHINES
0d020058 5800020d = FX_MORPHEUS_GIVES_ITEM_MORPHEUS_IHAVESOMETHINGFORYOU
0e020058 5800020e = FX_MORPHEUS_GIVES_ITEM_MORPHEUS_NOWITISTIMEFORMETOGIVEYOUSOMETHING
0f020058 5800020f = FX_MORPHEUS_GIVES_ITEM_MORPHEUS_IAMENTRUSTINGTHISTOYOUCAREFORIT
10020058 58000210 = FX_MORPHEUS_GIVES_MESSAGE_FOR_ORACLE_MORPHEUS_TAKETHISMESSAGETOORACLEASQUICKLY
11020058 58000211 = FX_MORPHEUS_GIVES_MESSAGE_FOR_ORACLE_MORPHEUS_ITRUSTYOUTODELIVERTHISTOORACLEIHAVEFAITH
12020058 58000212 = FX_MORPHEUS_GIVES_MESSAGE_FOR_ORACLE_MORPHEUS_THISMESSAGEMUSTREACHORACLEIKNOWYOUWONTLET
13020058 58000213 = FX_MORPHEUS_GREETS_ALLY_MORPHEUS_YOURARRIVALISVERYWELCOME
14020058 58000214 = FX_MORPHEUS_GREETS_ENEMY_MORPHEUS_YOUSHOULDRECONSIDERYOURDECISIONTOCOMEHERE
15020058 58000215 = FX_MORPHEUS_GREETS_ENEMY_MORPHEUS_IAMVERYDISAPPOINTEDTOSEEYOUHERE
16020058 58000216 = FX_MORPHEUS_GREETS_ENEMY_MORPHEUS_IHADHOPEDWEWOULDNOTMEETUNDERSUCHCIRCUMSTANCES
17020058 58000217 = FX_MORPHEUS_GREETS_ENEMY_MORPHEUS_ICANTSAYIMHAPPYTOSEEYOU
18020058 58000218 = FX_MORPHEUS_QUEST_FOR_NEO_S_REMAINS_MORPHEUS_HOWCANWEBETRULYFREEUNTILTHEONEWHOSAVEDUS
19020058 58000219 = FX_MORPHEUS_QUEST_FOR_NEO_S_REMAINS_MORPHEUS_THEMACHINESAREHIDINGSOMETHINGTODOWITHNEO
1a020058 5800021a = FX_MORPHEUS_QUEST_FOR_NEO_S_REMAINS_MORPHEUS_IWILLRETURNNEOTOZIONIFITTAKESMYVERYLASTBREATH
1b020058 5800021b = FX_MORPHEUS_QUEST_FOR_NEO_S_REMAINS_MORPHEUS_THISWARISNOTOVERTHEBATTLEFORMINDSOFHUMANITYCONTINUES
1c020058 5800021c = FX_MORPHEUS_RECEIVES_MESSAGE_FROM_ORACLE_MORPHEUS_THISMESSAGEISMOSTWELCOME
1d020058 5800021d = FX_MORPHEUS_STOPS_FOLLOWING_MORPHEUS_ALLRIGHTBUTLETSNOTDELAYTOOLONG
1e020058 5800021e = FX_MORPHEUS_STOPS_FOLLOWING_MORPHEUS_IMSUREYOUHAVEYOURREASONSFORSTOPPING
1f020058 5800021f = FX_MORPHEUS_STOPS_FOLLOWING_MORPHEUS_FINEBUTWECANTWAITTOOLONG
20020058 58000220 = FX_MORPHEUS_TAKES_ITEM_MORPHEUS_YOUHAVEMYTHANKS
21020058 58000221 = FX_MORPHEUS_THANKS_FOR_ASSISTANCE_MORPHEUS_THANKYOUFORYOURASSISTANCEITSMOSTWELCOME
22020058 58000222 = FX_MORPHEUS_THANKS_FOR_ASSISTANCE_MORPHEUS_YOUREANEXAMPLETOUSALLTHANKS
23020058 58000223 = FX_MORPHEUS_THANKS_FOR_ASSISTANCE_MORPHEUS_WEMUSTALLBEWILLINGTOHELPONEANOTHERIFWERETOSURVIVE
24020058 58000224 = FX_MORPHEUS_WARNS_THREATENING_PLAYER_MORPHEUS_YOUAREBOLDBUTVERYFOOLISH
25020058 58000225 = FX_MORPHEUS_WARNS_THREATENING_PLAYER_MORPHEUS_THISPATHLEADSONLYTODEFEATFORYOU
26020058 58000226 = FX_MORPHEUS_WARNS_THREATENING_PLAYER_MORPHEUS_IFYOUHAVELEARNEDANTYINGYOULLKNOWBETTERTHANTO
28020058 58000228 = FX_ORACLE_PLAYER_ARRIVES_AT_SPOT_ORACLE_THISISTHEPLACE
29020058 58000229 = FX_ORACLE_OFFERS_COOKIE_ORACLE_COOKIE
2a020058 5800022a = FX_ORACLE_GREETS_ENEMY_ORACLE_IVEBEENEXPECTINGYOU
2b020058 5800022b = FX_ORACLE_GREETS_ALLY_ORACLE_WELLLOOKWHATTHECATDRAGGEDIN
2c020058 5800022c = FX_ORACLE_GIVES_ITEM_ORACLE_HEREIWANTYOUTOHAVETHIS
2d020058 5800022d = FX_ORACLE_ASKS_PLAYER_TO_STOP_ORACLE_JUSTWAITTHEREAMINUTE
2e020058 5800022e = FX_ORACLE_ASKS_PLAYER_TO_FOLLOW_ORACLE_COMEWITHME
2f020058 5800022f = FX_ORACLE_ASKS_PLAYER_TO_FOLLOW_ORACLE_FOLLOWMECHILD
30020058 58000230 = FX_ORACLE_ASKS_PLAYER_TO_FOLLOW_ORACLE_COMETHISWAY
31020058 58000231 = FX_ORACLE_ASKS_PLAYER_TO_STOP_ORACLE_ALLRIGHTNOWJUSTWAITTHERE
32020058 58000232 = FX_ORACLE_ASKS_PLAYER_TO_STOP_ORACLE_THEREISFINESTOPTHERE
33020058 58000233 = FX_ORACLE_ASKS_PLAYER_TO_STOP_ORACLE_THATSGOODNOWWAITTHERE
34020058 58000234 = FX_ORACLE_GIVES_ITEM_ORACLE_HERETAKETHIS
35020058 58000235 = FX_ORACLE_GIVES_ITEM_ORACLE_IHAVESOMETHINGFORYOUHERE
36020058 58000236 = FX_ORACLE_GIVES_ITEM_ORACLE_THISISFORYOUTAKEIT
37020058 58000237 = FX_ORACLE_GIVES_ITEM_ORACLE_YOULLBENEEDINGTHISTAKEIT
38020058 58000238 = FX_ORACLE_GIVES_ITEM_ORACLE_TAKETHISYOULLBEGLADYOUDID
39020058 58000239 = FX_ORACLE_GIVES_ITEM_ORACLE_THISISFORLATERTAKEIT
3a020058 5800023a = FX_ORACLE_GIVES_ITEM_ORACLE_TAKETHISYOULLNEEDIT
3b020058 5800023b = FX_ORACLE_GIVES_ITEM_ORACLE_HOLDONTOTHISYOULLWANTITLATER
3c020058 5800023c = FX_ORACLE_GREETS_ALLY_ORACLE_HELLOTHEREIVEBEENEXPECTINGYOU
3d020058 5800023d = FX_ORACLE_GREETS_ALLY_ORACLE_ITSGOODTOSEEYOUAGAIN
3e020058 5800023e = FX_ORACLE_GREETS_ALLY_ORACLE_MYGOODNESSHOWLONGHASITBEEN
3f020058 5800023f = FX_ORACLE_GREETS_ALLY_ORACLE_WELLLOOKATYOUREADYTOTAKEONTHEWORLD
